1200647235000,268,271,210
1200647235029,272,272,215
1200647235059,271,275,210
1200647235088,270,271,211
1200647235118,255,277,216
1200647235147,267,274,210
1200647235176,266,270,217
1200647235206,266,272,202
1200647235234,216,93,244
1200647235265,267,272,199
1200647235293,281,275,212
1200647235323,273,268,204
1200647235352,276,276,201
1200647235381,275,277,209
1200647235411,276,270,214
1200647235440,283,259,207
1200647235470,287,261,203
1200647235500,289,263,204
1200647235529,288,261,206
1200647235559,289,256,212
1200647235588,289,261,209
1200647235618,286,256,212
1200647235647,291,251,208
1200647235676,295,272,197
1200647235706,300,262,195
1200647235734,300,260,194
1200647235765,297,259,194
1200647235793,289,266,200
1200647235823,288,263,209
1200647235852,292,256,214
1200647235881,289,275,182
1200647235911,288,268,201
1200647235940,291,250,187
1200647235970,289,254,203
1200647236000,298,258,199
1200647236016,298,255,198
1200647236032,298,256,200
1200647236049,292,248,192
1200647236066,279,236,198
1200647236082,260,282,203
1200647236099,287,271,209
1200647236117,278,264,213
1200647236132,278,263,218
1200647236150,280,262,197
1200647236167,298,253,189
1200647236183,263,249,208
1200647236200,265,241,208
1200647236217,264,243,209
1200647236233,268,250,214
1200647236250,271,249,198
1200647236266,269,244,199
1200647236282,274,240,200
1200647236299,274,240,200
1200647236316,277,241,201
1200647236332,273,240,208
1200647236349,280,243,207
1200647236367,286,245,200
1200647236382,287,239,186
1200647236400,290,245,187
1200647236417,301,149,196
1200647236433,312,268,198
1200647236450,281,250,237
1200647236467,281,263,189
1200647236483,285,258,201
1200647236500,283,258,203
1200647236516,276,285,209
1200647236532,223,260,211
1200647236549,268,300,210
1200647236566,279,252,202
1200647236582,272,215,205
1200647236599,269,247,208
1200647236617,264,243,207
1200647236632,280,249,221
1200647236650,283,262,214
1200647236667,287,265,209
1200647236683,295,275,214
1200647236700,302,286,213
1200647236717,300,295,209
1200647236733,300,296,209
1200647236750,295,287,221
1200647236766,292,287,222
1200647236782,288,285,214
1200647236799,285,280,207
1200647236816,287,279,206
1200647236832,287,274,205
1200647236849,285,265,209
1200647236867,279,257,209
1200647236882,282,249,211
1200647236900,289,266,193
1200647236917,290,269,189
1200647236933,284,257,197
1200647236950,290,258,205
1200647236967,293,258,211
1200647236983,301,260,201
1200647237000,297,268,218
1200647237016,292,251,177
1200647237032,292,257,164
1200647237049,294,250,200
1200647237066,294,253,207
1200647237082,296,251,212
1200647237099,292,250,201
1200647237117,285,243,201
1200647237132,290,251,202
1200647237150,284,229,195
1200647237167,290,248,199
1200647237183,285,244,204
1200647237200,282,244,195
1200647237217,284,242,206
1200647237233,287,249,202
1200647237250,285,240,203
1200647237266,287,244,202
1200647237282,284,248,199
1200647237299,287,247,209
1200647237316,290,247,196
1200647237332,287,246,201
1200647237349,288,246,204
1200647237367,292,246,200
1200647237382,294,250,200
1200647237400,290,248,201
1200647237417,289,247,202
1200647237433,292,246,196
1200647237450,288,245,200
1200647237467,287,247,199
1200647237483,293,247,197
1200647237500,291,253,194
1200647237516,290,248,196
1200647237532,291,248,195
1200647237549,289,246,197
1200647237566,290,248,198
1200647237582,290,249,198
1200647237599,286,252,195
1200647237617,285,256,196
1200647237632,289,252,204
1200647237650,289,252,205
1200647237667,292,255,200
1200647237683,292,254,196
1200647237700,292,258,189
1200647237717,291,259,187
1200647237733,287,257,188
1200647237750,287,259,194
1200647237766,283,256,203
1200647237782,279,255,207
1200647237799,280,258,209
1200647237816,282,260,204
1200647237832,281,259,206
1200647237849,285,262,208
1200647237867,284,262,208
1200647237882,284,263,212
1200647237900,286,262,214
1200647237917,287,266,214
1200647237933,282,264,214
1200647237950,283,263,213
1200647237967,284,265,208
1200647237983,286,279,191
1200647238000,277,276,193
1200647238019,275,272,201
1200647238039,273,265,214
1200647238059,271,262,220
1200647238078,274,260,225
1200647238098,284,266,211
1200647238118,280,265,201
1200647238137,275,260,207
1200647238157,271,251,221
1200647238176,283,244,227
1200647238196,297,255,218
1200647238216,311,262,207
1200647238234,311,264,200
1200647238255,283,224,228
1200647238275,292,220,224
1200647238293,331,248,203
1200647238313,329,249,196
1200647238332,301,224,204
1200647238352,303,225,201
1200647238372,320,239,192
1200647238391,319,240,187
1200647238411,294,224,193
1200647238430,291,227,196
1200647238450,315,245,201
1200647238470,315,249,201
1200647238490,289,224,200
1200647238509,287,226,209
1200647238529,309,261,187
1200647238549,301,245,195
1200647238569,304,251,211
1200647238588,291,239,181
1200647238608,291,252,203
1200647238627,296,259,199
1200647238647,299,258,203
1200647238667,292,245,203
1200647238686,288,237,204
1200647238706,287,243,197
1200647238724,288,246,194
1200647238744,291,248,193
1200647238765,282,243,199
1200647238783,291,249,204
1200647238803,284,254,194
1200647238823,281,250,198
1200647238842,394,240,293
1200647238862,277,247,163
1200647238881,289,248,195
1200647238901,287,252,198
1200647238921,284,248,198
1200647238940,298,246,217
1200647238960,293,249,211
1200647238980,292,248,213
1200647239000,284,244,212
1200647239016,288,252,217
1200647239033,289,252,205
1200647239051,287,258,199
1200647239068,290,249,208
1200647239085,281,247,180
1200647239101,283,255,198
1200647239118,287,261,204
1200647239135,295,259,193
1200647239153,284,257,201
1200647239168,286,257,201
1200647239186,289,258,199
1200647239203,291,262,217
1200647239220,288,258,194
1200647239236,296,259,201
1200647239253,313,257,176
1200647239270,313,256,203
1200647239288,299,253,200
1200647239305,301,252,210
1200647239322,308,256,206
1200647239338,322,266,206
1200647239355,303,254,206
1200647239372,306,260,193
1200647239390,307,246,243
1200647239407,316,251,207
1200647239424,312,242,230
1200647239440,292,247,242
1200647239457,313,260,197
1200647239474,300,263,197
1200647239492,301,248,214
1200647239507,293,250,190
1200647239525,299,255,195
1200647239542,299,243,201
1200647239559,286,256,198
1200647239575,282,240,199
1200647239592,281,246,205
1200647239609,282,250,202
1200647239627,281,252,203
1200647239644,297,247,200
1200647239661,275,249,204
1200647239677,287,261,209
1200647239694,289,268,177
1200647239711,284,244,201
1200647239729,287,248,200
1200647239746,289,248,68
1200647239763,284,249,202
1200647239779,284,250,201
1200647239796,287,252,200
1200647239813,287,249,202
1200647239831,286,251,200
1200647239846,287,250,202
1200647239864,286,249,202
1200647239881,287,251,202
1200647239898,285,251,202
1200647239914,286,249,201
1200647239931,287,252,202
1200647239948,288,250,199
1200647239966,285,251,202
1200647239983,291,253,202
1200647240000,286,247,203
1200647240016,285,250,202
1200647240032,287,249,201
1200647240049,286,250,201
1200647240066,287,249,201
1200647240082,286,249,201
1200647240099,286,251,202
1200647240117,287,250,201
1200647240132,286,250,201
1200647240150,286,249,202
1200647240167,285,249,203
1200647240183,285,250,202
1200647240200,287,250,201
1200647240217,287,249,202
1200647240233,287,251,201
1200647240250,286,250,202
1200647240266,285,250,201
1200647240282,287,249,202
1200647240299,286,250,202
1200647240316,285,251,201
1200647240332,287,252,202
1200647240349,286,251,201
1200647240367,288,249,201
1200647240382,286,249,201
1200647240400,287,251,202
1200647240417,285,250,201
1200647240433,287,250,200
1200647240450,285,249,202
1200647240467,285,250,202
1200647240483,287,249,200
1200647240500,287,252,202
1200647240516,287,251,201
1200647240532,286,250,202
1200647240549,285,250,200
1200647240566,288,249,200
1200647240582,285,250,202
1200647240599,286,250,202
1200647240617,286,252,201
1200647240632,286,251,201
1200647240650,286,250,203
1200647240667,287,248,201
1200647240683,287,249,202
1200647240700,287,249,202
1200647240717,287,250,200
1200647240733,287,250,201
1200647240750,285,250,201
1200647240766,286,252,202
1200647240782,286,251,202
1200647240799,287,250,200
1200647240816,286,250,201
1200647240832,285,249,201
1200647240849,287,252,201
1200647240867,286,248,201
1200647240882,287,247,201
1200647240900,286,249,202
1200647240917,286,251,202
1200647240933,286,248,201
1200647240950,286,250,200
1200647240967,286,251,201
1200647240983,286,249,201
1200647241000,288,250,201
1200647241016,288,251,202
1200647241032,286,250,202
1200647241049,287,251,202
1200647241066,287,251,202
1200647241082,285,250,201
1200647241099,287,251,203
1200647241117,286,249,202
1200647241132,286,249,202
1200647241150,287,250,203
1200647241167,286,251,202
1200647241183,286,249,202
1200647241200,288,251,201
1200647241217,286,249,201
1200647241233,285,251,202
1200647241250,287,249,201
1200647241266,287,252,202
1200647241282,286,250,204
1200647241299,287,248,201
1200647241316,287,250,199
1200647241332,286,250,201
1200647241349,284,251,201
1200647241367,286,251,200
1200647241382,287,249,202
1200647241400,285,250,201
1200647241417,287,249,200
1200647241433,286,249,200
1200647241450,285,250,202
1200647241467,288,250,201
1200647241483,287,250,202
1200647241500,284,250,201
1200647241516,285,249,202
1200647241532,286,253,202
1200647241549,287,250,201
1200647241566,287,252,202
1200647241582,287,249,202
1200647241599,287,250,202
1200647241617,286,253,201
1200647241632,287,251,201
1200647241650,288,250,203
1200647241667,286,250,201
1200647241683,286,249,202
1200647241700,285,250,201
1200647241717,287,249,201
1200647241733,288,250,203
1200647241750,288,251,201
1200647241766,286,252,202
1200647241782,287,250,201
1200647241799,285,253,201
1200647241816,287,250,202
1200647241832,287,251,202
1200647241849,286,250,202
1200647241867,285,251,201
1200647241882,284,250,201
1200647241900,286,250,203
1200647241917,288,249,202
1200647241933,286,249,201
1200647241950,286,249,201
1200647241967,286,250,202
1200647241983,285,251,201
1200647242000,287,251,202
1200647242016,286,251,202
1200647242033,286,252,203
1200647242052,287,250,202
1200647242069,287,248,202
1200647242085,286,251,201
1200647242102,286,251,199
1200647242121,286,251,201
1200647242138,287,250,203
1200647242154,286,250,201
1200647242171,287,249,202
1200647242190,286,251,202
1200647242207,284,249,201
1200647242223,285,249,202
1200647242240,286,248,202
1200647242259,287,248,200
1200647242276,287,249,201
1200647242292,286,249,201
1200647242309,286,251,202
1200647242328,286,250,202
1200647242345,287,250,201
1200647242361,288,250,201
1200647242378,287,249,202
1200647242397,286,247,203
1200647242414,286,251,202
1200647242430,286,252,201
1200647242447,287,247,203
1200647242466,285,250,201
1200647242483,287,249,201
1200647242500,286,250,202
1200647242516,286,249,200
1200647242533,287,249,201
1200647242552,286,251,202
1200647242569,287,248,200
1200647242585,288,248,203
1200647242602,286,251,202
1200647242621,286,252,201
1200647242638,287,252,202
1200647242654,287,251,202
1200647242671,285,251,200
1200647242690,285,250,202
1200647242707,286,250,202
1200647242723,287,251,202
1200647242740,286,250,201
1200647242759,286,251,201
1200647242776,286,250,200
1200647242792,287,251,202
1200647242809,287,252,201
1200647242828,288,250,203
1200647242845,287,250,201
1200647242861,286,249,202
1200647242878,287,250,201
1200647242897,285,250,203
1200647242914,285,249,201
1200647242930,287,248,201
1200647242947,285,252,201
1200647242966,286,251,201
1200647242983,288,250,203
1200647243000,286,249,201
1200647243019,286,249,200
1200647243036,287,250,203
1200647243055,286,251,201
1200647243073,288,253,202
1200647243092,286,250,201
1200647243111,287,251,202
1200647243130,288,250,201
1200647243148,288,249,202
1200647243167,287,248,200
1200647243184,286,251,203
1200647243203,288,249,202
1200647243221,286,252,203
1200647243240,287,250,201
1200647243259,286,248,200
1200647243278,285,249,200
1200647243296,287,250,201
1200647243315,286,251,201
1200647243332,286,250,201
1200647243351,285,249,202
1200647243369,287,250,200
1200647243388,286,250,202
1200647243407,285,251,201
1200647243426,285,249,201
1200647243444,286,250,201
1200647243463,286,251,202
1200647243480,286,250,202
1200647243500,287,251,201
1200647243519,286,250,203
1200647243536,287,250,201
1200647243555,287,251,203
1200647243573,288,250,202
1200647243592,287,249,202
1200647243611,286,249,201
1200647243630,287,252,202
1200647243648,286,250,201
1200647243667,285,250,201
1200647243684,286,250,200
1200647243703,286,250,200
1200647243721,287,251,200
1200647243740,286,250,201
1200647243759,286,250,203
1200647243778,286,250,201
1200647243796,285,252,200
1200647243815,287,250,200
1200647243832,287,251,201
1200647243851,287,250,201
1200647243869,285,250,202
1200647243888,287,249,201
1200647243907,287,251,202
1200647243926,285,249,203
1200647243944,287,249,201
1200647243963,287,252,200
1200647243980,286,250,201
1200647244000,287,251,201
1200647244016,286,250,202
1200647244033,286,250,201
1200647244051,287,251,201
1200647244068,286,249,201
1200647244085,286,251,201
1200647244101,286,249,202
1200647244118,287,249,202
1200647244135,287,251,202
1200647244153,287,251,202
1200647244168,286,249,200
1200647244186,286,250,201
1200647244203,287,250,201
1200647244220,287,250,199
1200647244236,286,250,202
1200647244253,287,250,203
1200647244270,288,251,200
1200647244288,286,250,201
1200647244305,286,251,203
1200647244322,286,251,201
1200647244338,286,250,201
1200647244355,289,249,202
1200647244372,287,250,201
1200647244390,288,251,202
1200647244407,286,249,201
1200647244424,286,250,201
1200647244440,285,249,202
1200647244457,287,250,201
1200647244474,286,249,202
1200647244492,287,249,201
1200647244507,289,251,203
1200647244525,286,250,202
1200647244542,287,251,204
1200647244559,286,249,203
1200647244575,287,251,201
1200647244592,287,248,202
1200647244609,285,250,201
1200647244627,288,249,200
1200647244644,286,249,203
1200647244661,288,250,202
1200647244677,285,252,202
1200647244694,286,250,202
1200647244711,286,250,201
1200647244729,286,249,200
1200647244746,286,252,202
1200647244763,284,249,201
1200647244779,287,250,202
1200647244796,286,249,202
1200647244813,286,250,200
1200647244831,286,248,200
1200647244846,286,250,203
1200647244864,287,251,203
1200647244881,287,250,203
1200647244898,287,251,202
1200647244914,287,251,202
1200647244931,285,250,202
1200647244948,286,250,201
1200647244966,287,249,201
1200647244983,286,251,202
1200647245000,286,249,201
1200647245016,286,249,201
1200647245032,287,249,202
1200647245049,287,252,200
1200647245066,287,250,200
1200647245082,285,249,202
1200647245099,286,250,201
1200647245117,288,250,201
1200647245132,286,250,201
1200647245150,285,249,202
1200647245167,285,251,201
1200647245183,286,249,201
1200647245200,286,250,202
1200647245217,287,250,202
1200647245233,288,248,202
1200647245250,288,250,201
1200647245266,288,250,201
1200647245282,287,249,201
1200647245299,286,250,202
1200647245316,287,251,201
1200647245332,286,249,202
1200647245349,286,251,202
1200647245367,286,250,201
1200647245382,285,251,203
1200647245400,286,251,201
1200647245417,285,250,200
1200647245433,287,249,201
1200647245450,285,249,203
1200647245467,287,249,202
1200647245483,286,251,201
1200647245500,287,250,203
1200647245516,285,252,202
1200647245532,286,249,201
1200647245549,285,251,203
1200647245566,288,251,201
1200647245582,285,250,203
1200647245599,286,250,201
1200647245617,287,249,202
1200647245632,286,251,202
1200647245650,286,251,201
1200647245667,289,250,202
1200647245683,286,248,202
1200647245700,286,249,203
1200647245717,286,251,201
1200647245733,286,251,202
1200647245750,287,249,203
1200647245766,286,250,203
1200647245782,286,252,202
1200647245799,286,251,202
1200647245816,286,249,201
1200647245832,286,251,200
1200647245849,286,250,202
1200647245867,286,251,203
1200647245882,287,251,201
1200647245900,288,249,201
1200647245917,286,250,202
1200647245933,288,251,201
1200647245950,285,249,202
1200647245967,287,250,202
1200647245983,288,250,202
1200647246000,288,250,201
1200647246016,286,249,202
1200647246032,286,252,200
1200647246049,286,252,202
1200647246066,286,250,201
1200647246082,285,252,201
1200647246099,287,257,203
1200647246117,286,254,204
1200647246132,287,247,204
1200647246150,286,244,200
1200647246167,287,250,201
1200647246183,285,250,199
1200647246200,286,251,200
1200647246217,287,249,201
1200647246233,287,250,203
